date,tournament,season,team_a,score_a,team_b,score_b,neutral,tier
2017-08-09,WC Qualifiers,2019,BLR,78,POR,75,False,0.5
2017-08-09,FIBA Asia Cup,2017,CHN,87,PHI,96,True,0.7
2017-08-09,WC Qualifiers,2019,EST,76,KOS,50,False,0.5
2017-08-09,FIBA Asia Cup,2017,IRI,101,IND,54,True,0.7
2017-08-09,FIBA Asia Cup,2017,IRQ,75,QAT,66,True,0.7
2017-08-09,FIBA Asia Cup,2017,JOR,68,SYR,66,True,0.7
2017-08-09,WC Qualifiers,2019,NED,91,ALB,77,False,0.5
2017-08-09,WC Qualifiers,2019,SVK,68,SWE,59,False,0.5
2017-08-10,FIBA Asia Cup,2017,AUS,99,HKG,58,True,0.7
2017-08-10,FIBA Asia Cup,2017,KOR,116,KAZ,55,True,0.7
2017-08-10,FIBA Asia Cup,2017,NZL,86,LBN,82,True,0.7
2017-08-10,FIBA Asia Cup,2017,TPE,49,JPN,87,True,0.7
2017-08-11,FIBA Asia Cup,2017,IND,54,JOR,61,True,0.7
2017-08-11,FIBA Asia Cup,2017,PHI,84,IRQ,68,True,0.7
2017-08-11,FIBA Asia Cup,2017,QAT,67,CHN,92,True,0.7
2017-08-11,FIBA Asia Cup,2017,SYR,63,IRI,87,True,0.7
2017-08-12,WC Qualifiers,2019,AUT,97,ALB,63,False,0.5
2017-08-12,WC Qualifiers,2019,BIH,72,SWE,88,False,0.5
2017-08-12,WC Qualifiers,2019,BUL,91,POR,65,False,0.5
2017-08-12,FIBA Asia Cup,2017,JPN,92,HKG,59,True,0.7
2017-08-12,FIBA Asia Cup,2017,KAZ,74,LBN,96,True,0.7
2017-08-12,FIBA Asia Cup,2017,KOR,76,NZL,75,True,0.7
2017-08-12,WC Qualifiers,2019,MKD,87,KOS,74,False,0.5
2017-08-12,WC Qualifiers,2019,SVK,78,ARM,92,False,0.5
2017-08-12,FIBA Asia Cup,2017,TPE,50,AUS,90,True,0.7
2017-08-13,FIBA Asia Cup,2017,IRI,83,JOR,71,True,0.7
2017-08-13,FIBA Asia Cup,2017,IRQ,60,CHN,61,True,0.7
2017-08-13,FIBA Asia Cup,2017,PHI,80,QAT,74,True,0.7
2017-08-13,FIBA Asia Cup,2017,SYR,87,IND,78,True,0.7
2017-08-14,FIBA Asia Cup,2017,JPN,68,KOR,81,True,0.7
2017-08-14,FIBA Asia Cup,2017,LBN,90,TPE,77,True,0.7
2017-08-15,FIBA Asia Cup,2017,CHN,81,SYR,79,True,0.7
2017-08-15,FIBA Asia Cup,2017,JOR,84,IRQ,70,True,0.7
2017-08-16,WC Qualifiers,2019,BLR,70,BUL,84,False,0.5
2017-08-16,WC Qualifiers,2019,EST,74,MKD,65,False,0.5
2017-08-16,FIBA Asia Cup,2017,IRI,80,LBN,70,True,0.7
2017-08-16,WC Qualifiers,2019,NED,71,AUT,78,False,0.5
2017-08-16,FIBA Asia Cup,2017,PHI,86,KOR,118,True,0.7
2017-08-16,WC Qualifiers,2019,SVK,74,BIH,92,False,0.5
2017-08-16,WC Qualifiers,2019,SWE,93,ARM,70,False,0.5
2017-08-17,FIBA Asia Cup,2017,AUS,97,CHN,71,True,0.7
2017-08-17,FIBA Asia Cup,2017,NZL,98,JOR,70,True,0.7
2017-08-19,WC Qualifiers,2019,ALB,37,NED,111,False,0.5
2017-08-19,WC Qualifiers,2019,ARM,66,BIH,83,False,0.5
2017-08-19,FIBA Asia Cup,2017,IRI,87,KOR,81,True,0.7
2017-08-19,FIBA Asia Cup,2017,JOR,55,CHN,86,True,0.7
2017-08-19,WC Qualifiers,2019,KOS,75,EST,69,False,0.5
2017-08-19,FIBA Asia Cup,2017,LBN,106,PHI,87,True,0.7
2017-08-19,FIBA Asia Cup,2017,NZL,79,AUS,106,True,0.7
2017-08-19,WC Qualifiers,2019,POR,79,BLR,78,False,0.5
2017-08-19,WC Qualifiers,2019,SWE,86,SVK,82,False,0.5
2017-08-20,FIBA Asia Cup,2017,IRI,56,AUS,79,True,0.7
2017-08-20,FIBA Asia Cup,2017,KOR,80,NZL,71,True,0.7
2017-08-20,FIBA Asia Cup,2017,LBN,78,CHN,79,True,0.7
2017-08-20,FIBA Asia Cup,2017,PHI,75,JOR,70,True,0.7
2017-08-25,FIBA AmeriCup,2017,BRA,76,COL,74,True,0.7
2017-08-25,FIBA AmeriCup,2017,PUR,66,MEX,69,True,0.7
2017-08-26,FIBA AmeriCup,2017,COL,72,PUR,91,True,0.7
2017-08-26,FIBA AmeriCup,2017,MEX,99,BRA,76,True,0.7
2017-08-27,FIBA AmeriCup,2017,ARG,67,VEN,62,True,0.7
2017-08-27,FIBA AmeriCup,2017,BRA,80,PUR,89,True,0.7
2017-08-27,FIBA AmeriCup,2017,ISV,83,CAN,71,True,0.7
2017-08-27,FIBA AmeriCup,2017,MEX,82,COL,70,True,0.7
2017-08-28,FIBA AmeriCup,2017,CAN,86,ARG,92,True,0.7
2017-08-28,FIBA AmeriCup,2017,DOM,57,URU,66,True,0.7
2017-08-28,FIBA AmeriCup,2017,USA,97,PAN,56,True,0.7
2017-08-28,FIBA AmeriCup,2017,VEN,86,ISV,84,True,0.7
2017-08-29,FIBA AmeriCup,2017,ISV,58,ARG,104,True,0.7
2017-08-29,FIBA AmeriCup,2017,PAN,64,DOM,86,True,0.7
2017-08-29,FIBA AmeriCup,2017,URU,66,USA,74,True,0.7
2017-08-29,FIBA AmeriCup,2017,VEN,66,CAN,75,True,0.7
2017-08-30,FIBA AmeriCup,2017,DOM,56,USA,72,True,0.7
2017-08-30,FIBA AmeriCup,2017,PAN,68,URU,79,True,0.7
2017-08-31,EuroBasket,2017,FRA,84,FIN,86,True,0.7
2017-08-31,EuroBasket,2017,GER,75,UKR,63,True,0.7
2017-08-31,EuroBasket,2017,ISL,61,GRE,90,True,0.7
2017-08-31,EuroBasket,2017,ITA,69,ISR,48,True,0.7
2017-08-31,EuroBasket,2017,LTU,77,GEO,79,True,0.7
2017-08-31,EuroBasket,2017,SLO,90,POL,81,True,0.7
2017-09-01,EuroBasket,2017,BEL,103,GBR,90,True,0.7
2017-09-01,EuroBasket,2017,ESP,99,MNE,60,True,0.7
2017-09-01,EuroBasket,2017,HUN,58,CRO,67,True,0.7
2017-09-01,EuroBasket,2017,ROU,68,CZE,83,True,0.7
2017-09-01,EuroBasket,2017,SRB,92,LAT,82,True,0.7
2017-09-01,EuroBasket,2017,TUR,73,RUS,76,True,0.7
2017-09-02,FIBA AmeriCup,2017,ARG,84,MEX,67,True,0.7
2017-09-02,EuroBasket,2017,CRO,74,ROU,58,True,0.7
2017-09-02,EuroBasket,2017,CZE,56,ESP,93,True,0.7
2017-09-02,EuroBasket,2017,FIN,78,SLO,81,True,0.7
2017-09-02,EuroBasket,2017,GBR,70,TUR,84,True,0.7
2017-09-02,EuroBasket,2017,GEO,57,GER,67,True,0.7
2017-09-02,EuroBasket,2017,GRE,87,FRA,95,True,0.7
2017-09-02,EuroBasket,2017,ISR,73,LTU,88,True,0.7
2017-09-02,EuroBasket,2017,LAT,92,BEL,64,True,0.7
2017-09-02,EuroBasket,2017,MNE,72,HUN,48,True,0.7
2017-09-02,EuroBasket,2017,POL,91,ISL,61,True,0.7
2017-09-02,EuroBasket,2017,RUS,75,SRB,72,True,0.7
2017-09-02,EuroBasket,2017,UKR,66,ITA,78,True,0.7
2017-09-02,FIBA AmeriCup,2017,USA,90,ISV,62,True,0.7
2017-09-03,EuroBasket,2017,FIN,90,POL,87,True,0.7
2017-09-03,EuroBasket,2017,FRA,115,ISL,79,True,0.7
2017-09-03,EuroBasket,2017,GEO,81,UKR,88,True,0.7
2017-09-03,EuroBasket,2017,GER,80,ISR,82,True,0.7
2017-09-03,FIBA AmeriCup,2017,ISV,65,MEX,79,True,0.7
2017-09-03,EuroBasket,2017,LTU,78,ITA,73,True,0.7
2017-09-03,EuroBasket,2017,SLO,78,GRE,72,True,0.7
2017-09-03,FIBA AmeriCup,2017,USA,81,ARG,76,True,0.7
2017-09-04,EuroBasket,2017,BEL,67,RUS,76,True,0.7
2017-09-04,EuroBasket,2017,ESP,91,ROU,50,True,0.7
2017-09-04,EuroBasket,2017,HUN,85,CZE,73,True,0.7
2017-09-04,EuroBasket,2017,LAT,97,GBR,92,True,0.7
2017-09-04,EuroBasket,2017,MNE,72,CRO,76,True,0.7
2017-09-04,EuroBasket,2017,SRB,80,TUR,74,True,0.7
2017-09-05,EuroBasket,2017,CRO,73,ESP,79,True,0.7
2017-09-05,EuroBasket,2017,CZE,75,MNE,88,True,0.7
2017-09-05,EuroBasket,2017,GBR,68,SRB,82,True,0.7
2017-09-05,EuroBasket,2017,GRE,77,FIN,89,True,0.7
2017-09-05,EuroBasket,2017,ISL,75,SLO,102,True,0.7
2017-09-05,EuroBasket,2017,ISR,91,GEO,104,True,0.7
2017-09-05,EuroBasket,2017,ITA,55,GER,61,True,0.7
2017-09-05,EuroBasket,2017,POL,75,FRA,78,True,0.7
2017-09-05,EuroBasket,2017,ROU,71,HUN,80,True,0.7
2017-09-05,EuroBasket,2017,RUS,69,LAT,84,True,0.7
2017-09-05,EuroBasket,2017,TUR,78,BEL,65,True,0.7
2017-09-05,EuroBasket,2017,UKR,62,LTU,94,True,0.7
2017-09-06,EuroBasket,2017,FIN,83,ISL,79,True,0.7
2017-09-06,EuroBasket,2017,GEO,69,ITA,71,True,0.7
2017-09-06,EuroBasket,2017,GER,72,LTU,89,True,0.7
2017-09-06,EuroBasket,2017,GRE,95,POL,77,True,0.7
2017-09-06,EuroBasket,2017,ISR,64,UKR,88,True,0.7
2017-09-06,EuroBasket,2017,SLO,95,FRA,78,True,0.7
2017-09-07,EuroBasket,2017,BEL,54,SRB,74,True,0.7
2017-09-07,EuroBasket,2017,CZE,69,CRO,107,True,0.7
2017-09-07,EuroBasket,2017,HUN,64,ESP,87,True,0.7
2017-09-07,EuroBasket,2017,LAT,89,TUR,79,True,0.7
2017-09-07,EuroBasket,2017,MNE,86,ROU,69,True,0.7
2017-09-07,EuroBasket,2017,RUS,82,GBR,70,True,0.7
2017-09-09,EuroBasket,2017,FIN,57,ITA,70,True,0.7
2017-09-09,EuroBasket,2017,GER,84,FRA,81,True,0.7
2017-09-09,EuroBasket,2017,LTU,64,GRE,77,True,0.7
2017-09-09,EuroBasket,2017,SLO,79,UKR,55,True,0.7
2017-09-10,EuroBasket,2017,CRO,78,RUS,101,True,0.7
2017-09-10,EuroBasket,2017,ESP,73,TUR,56,True,0.7
2017-09-10,EuroBasket,2017,LAT,100,MNE,68,True,0.7
2017-09-10,EuroBasket,2017,SRB,86,HUN,78,True,0.7
2017-09-12,EuroBasket,2017,GER,72,ESP,84,True,0.7
2017-09-12,EuroBasket,2017,SLO,103,LAT,97,True,0.7
2017-09-13,EuroBasket,2017,GRE,69,RUS,74,True,0.7
2017-09-13,EuroBasket,2017,ITA,67,SRB,83,True,0.7
2017-09-14,EuroBasket,2017,ESP,72,SLO,92,True,0.7
2017-09-15,EuroBasket,2017,RUS,79,SRB,87,True,0.7
2017-09-17,EuroBasket,2017,ESP,93,RUS,85,True,0.7
2017-11-23,WC Qualifiers,2019,ARG,96,PAR,63,False,0.5
2017-11-23,WC Qualifiers,2019,CHN,96,HKG,44,False,0.5
2017-11-23,WC Qualifiers,2019,LBN,107,IND,72,False,0.5
2017-11-23,WC Qualifiers,2019,MEX,72,CUB,66,False,0.5
2017-11-23,WC Qualifiers,2019,NZL,80,KOR,86,False,0.5
2017-11-23,WC Qualifiers,2019,PUR,78,USA,85,False,0.5
2017-11-23,WC Qualifiers,2019,SYR,72,JOR,109,False,0.5
2017-11-23,WC Qualifiers,2019,URU,86,PAN,73,False,0.5
2017-11-24,WC Qualifiers,2019,ANG,62,MAR,56,False,0.5
2017-11-24,WC Qualifiers,2019,BEL,59,FRA,70,False,0.5
2017-11-24,WC Qualifiers,2019,BIH,81,RUS,76,False,0.5
2017-11-24,WC Qualifiers,2019,BUL,80,FIN,82,False,0.5
2017-11-24,WC Qualifiers,2019,CAN,93,BAH,69,False,0.5
2017-11-24,WC Qualifiers,2019,CHA,60,CMR,65,False,0.5
2017-11-24,WC Qualifiers,2019,CHI,73,BRA,86,False,0.5
2017-11-24,WC Qualifiers,2019,COD,61,EGY,65,False,0.5
2017-11-24,WC Qualifiers,2019,CZE,89,ISL,69,False,0.5
2017-11-24,WC Qualifiers,2019,DOM,99,ISV,89,False,0.5
2017-11-24,WC Qualifiers,2019,GER,79,GEO,70,False,0.5
2017-11-24,WC Qualifiers,2019,GUI,56,TUN,96,False,0.5
2017-11-24,WC Qualifiers,2019,IRQ,74,IRI,66,False,0.5
2017-11-24,WC Qualifiers,2019,ITA,75,ROU,70,False,0.5
2017-11-24,WC Qualifiers,2019,JPN,71,PHI,77,False,0.5
2017-11-24,WC Qualifiers,2019,KOS,61,LTU,99,False,0.5
2017-11-24,WC Qualifiers,2019,MNE,66,ESP,79,False,0.5
2017-11-24,WC Qualifiers,2019,NED,68,CRO,61,False,0.5
2017-11-24,WC Qualifiers,2019,POL,70,HUN,60,False,0.5
2017-11-24,WC Qualifiers,2019,QAT,70,KAZ,82,False,0.5
2017-11-24,WC Qualifiers,2019,SLO,87,BLR,74,False,0.5
2017-11-24,WC Qualifiers,2019,SRB,85,AUT,64,False,0.5
2017-11-24,WC Qualifiers,2019,SWE,76,UKR,84,False,0.5
2017-11-24,WC Qualifiers,2019,TPE,66,AUS,104,False,0.5
2017-11-24,WC Qualifiers,2019,TUR,85,LAT,73,False,0.5
2017-11-24,WC Qualifiers,2019,VEN,85,COL,71,False,0.5
2017-11-25,WC Qualifiers,2019,CMR,116,GUI,78,False,0.5
2017-11-25,WC Qualifiers,2019,EGY,64,ANG,68,False,0.5
2017-11-25,WC Qualifiers,2019,MAR,88,COD,81,False,0.5
2017-11-25,WC Qualifiers,2019,TUN,101,CHA,40,False,0.5
2017-11-26,WC Qualifiers,2019,BLR,67,MNE,91,False,0.5
2017-11-26,WC Qualifiers,2019,CMR,66,TUN,67,False,0.5
2017-11-26,WC Qualifiers,2019,COD,64,ANG,73,False,0.5
2017-11-26,WC Qualifiers,2019,CRO,64,ITA,80,False,0.5
2017-11-26,WC Qualifiers,2019,CUB,72,PUR,95,False,0.5
2017-11-26,WC Qualifiers,2019,ESP,92,SLO,84,False,0.5
2017-11-26,WC Qualifiers,2019,GUI,51,CHA,85,False,0.5
2017-11-26,WC Qualifiers,2019,HKG,74,NZL,133,False,0.5
2017-11-26,WC Qualifiers,2019,HUN,84,KOS,76,False,0.5
2017-11-26,WC Qualifiers,2019,IND,57,SYR,74,False,0.5
2017-11-26,WC Qualifiers,2019,JOR,87,LBN,83,False,0.5
2017-11-26,WC Qualifiers,2019,KOR,81,CHN,92,False,0.5
2017-11-26,WC Qualifiers,2019,LAT,82,SWE,73,False,0.5
2017-11-26,WC Qualifiers,2019,LTU,75,POL,55,False,0.5
2017-11-26,WC Qualifiers,2019,MAR,63,EGY,67,False,0.5
2017-11-26,WC Qualifiers,2019,PAN,59,ARG,68,False,0.5
2017-11-26,WC Qualifiers,2019,ROU,75,NED,68,False,0.5
2017-11-26,WC Qualifiers,2019,UKR,60,TUR,67,False,0.5
2017-11-26,WC Qualifiers,2019,URU,67,PAR,49,False,0.5
2017-11-26,WC Qualifiers,2019,USA,91,MEX,55,False,0.5
2017-11-27,WC Qualifiers,2019,AUS,82,JPN,58,False,0.5
2017-11-27,WC Qualifiers,2019,AUT,49,GER,90,False,0.5
2017-11-27,WC Qualifiers,2019,BAH,85,ISV,93,False,0.5
2017-11-27,WC Qualifiers,2019,BRA,72,VEN,60,False,0.5
2017-11-27,WC Qualifiers,2019,COL,69,CHI,74,False,0.5
2017-11-27,WC Qualifiers,2019,DOM,88,CAN,76,False,0.5
2017-11-27,WC Qualifiers,2019,FIN,56,CZE,64,False,0.5
2017-11-27,WC Qualifiers,2019,FRA,84,BIH,65,False,0.5
2017-11-27,WC Qualifiers,2019,IRI,65,QAT,39,False,0.5
2017-11-27,WC Qualifiers,2019,ISL,74,BUL,77,False,0.5
2017-11-27,WC Qualifiers,2019,KAZ,82,IRQ,76,False,0.5
2017-11-27,WC Qualifiers,2019,PHI,90,TPE,83,False,0.5
2017-11-27,WC Qualifiers,2019,RUS,76,BEL,69,False,0.5
2017-11-27,WC Qualifiers,2019,SRB,105,GEO,87,False,0.5
2018-02-22,WC Qualifiers,2019,AUS,84,PHI,68,False,0.5
2018-02-22,WC Qualifiers,2019,BAH,63,DOM,96,False,0.5
2018-02-22,WC Qualifiers,2019,BRA,84,COL,49,False,0.5
2018-02-22,WC Qualifiers,2019,IRQ,66,QAT,77,False,0.5
2018-02-22,WC Qualifiers,2019,ISV,89,CAN,118,False,0.5
2018-02-22,WC Qualifiers,2019,JPN,69,TPE,70,False,0.5
2018-02-22,WC Qualifiers,2019,KAZ,54,IRI,75,False,0.5
2018-02-22,WC Qualifiers,2019,VEN,77,CHI,56,False,0.5
2018-02-23,WC Qualifiers,2019,ARG,83,URU,88,False,0.5
2018-02-23,WC Qualifiers,2019,AUT,64,GEO,78,False,0.5
2018-02-23,WC Qualifiers,2019,BIH,72,BEL,70,False,0.5
2018-02-23,WC Qualifiers,2019,BLR,82,ESP,84,False,0.5
2018-02-23,WC Qualifiers,2019,BUL,76,CZE,78,False,0.5
2018-02-23,WC Qualifiers,2019,CHN,73,NZL,82,False,0.5
2018-02-23,WC Qualifiers,2019,CRO,56,ROU,58,False,0.5
2018-02-23,WC Qualifiers,2019,FRA,75,RUS,74,False,0.5
2018-02-23,WC Qualifiers,2019,GER,79,SRB,74,False,0.5
2018-02-23,WC Qualifiers,2019,IND,88,JOR,102,False,0.5
2018-02-23,WC Qualifiers,2019,ISL,81,FIN,76,False,0.5
2018-02-23,WC Qualifiers,2019,ITA,80,NED,62,False,0.5
2018-02-23,WC Qualifiers,2019,KOR,93,HKG,72,False,0.5
2018-02-23,WC Qualifiers,2019,LAT,68,UKR,82,False,0.5
2018-02-23,WC Qualifiers,2019,LTU,80,HUN,75,False,0.5
2018-02-23,WC Qualifiers,2019,MEX,80,PUR,100,False,0.5
2018-02-23,WC Qualifiers,2019,MNE,63,SLO,75,False,0.5
2018-02-23,WC Qualifiers,2019,MOZ,66,CIV,53,False,0.5
2018-02-23,WC Qualifiers,2019,PAN,82,PAR,62,False,0.5
2018-02-23,WC Qualifiers,2019,POL,90,KOS,62,False,0.5
2018-02-23,WC Qualifiers,2019,RWA,74,MLI,70,False,0.5
2018-02-23,WC Qualifiers,2019,SEN,70,CAF,65,False,0.5
2018-02-23,WC Qualifiers,2019,SWE,59,TUR,58,False,0.5
2018-02-23,WC Qualifiers,2019,SYR,63,LBN,87,False,0.5
2018-02-23,WC Qualifiers,2019,UGA,86,NGR,102,False,0.5
2018-02-23,WC Qualifiers,2019,USA,84,CUB,48,False,0.5
2018-02-24,WC Qualifiers,2019,CAF,52,MOZ,59,False,0.5
2018-02-24,WC Qualifiers,2019,CIV,67,SEN,60,False,0.5
2018-02-24,WC Qualifiers,2019,MLI,79,UGA,76,False,0.5
2018-02-24,WC Qualifiers,2019,NGR,108,RWA,53,False,0.5
2018-02-25,WC Qualifiers,2019,AUS,88,TPE,68,False,0.5
2018-02-25,WC Qualifiers,2019,BAH,67,CAN,113,False,0.5
2018-02-25,WC Qualifiers,2019,BRA,83,CHI,58,False,0.5
2018-02-25,WC Qualifiers,2019,CIV,62,CAF,63,False,0.5
2018-02-25,WC Qualifiers,2019,COL,62,VEN,73,False,0.5
2018-02-25,WC Qualifiers,2019,FIN,75,BUL,70,False,0.5
2018-02-25,WC Qualifiers,2019,FRA,64,BEL,49,False,0.5
2018-02-25,WC Qualifiers,2019,IRI,83,IRQ,53,False,0.5
2018-02-25,WC Qualifiers,2019,ISL,76,CZE,75,False,0.5
2018-02-25,WC Qualifiers,2019,ISV,85,DOM,113,False,0.5
2018-02-25,WC Qualifiers,2019,KAZ,96,QAT,63,False,0.5
2018-02-25,WC Qualifiers,2019,MLI,59,NGR,82,False,0.5
2018-02-25,WC Qualifiers,2019,PHI,89,JPN,84,False,0.5
2018-02-25,WC Qualifiers,2019,RUS,70,BIH,53,False,0.5
2018-02-25,WC Qualifiers,2019,SEN,60,MOZ,52,False,0.5
2018-02-25,WC Qualifiers,2019,UGA,79,RWA,63,False,0.5
2018-02-26,WC Qualifiers,2019,BLR,93,SLO,92,False,0.5
2018-02-26,WC Qualifiers,2019,CRO,82,NED,78,False,0.5
2018-02-26,WC Qualifiers,2019,CUB,52,MEX,75,False,0.5
2018-02-26,WC Qualifiers,2019,ESP,79,MNE,67,False,0.5
2018-02-26,WC Qualifiers,2019,HKG,58,CHN,111,False,0.5
2018-02-26,WC Qualifiers,2019,HUN,64,POL,57,False,0.5
2018-02-26,WC Qualifiers,2019,IND,50,LBN,90,False,0.5
2018-02-26,WC Qualifiers,2019,JOR,87,SYR,62,False,0.5
2018-02-26,WC Qualifiers,2019,KOR,84,NZL,93,False,0.5
2018-02-26,WC Qualifiers,2019,LAT,79,TUR,70,False,0.5
2018-02-26,WC Qualifiers,2019,LTU,106,KOS,50,False,0.5
2018-02-26,WC Qualifiers,2019,PAN,86,URU,75,False,0.5
2018-02-26,WC Qualifiers,2019,PAR,61,ARG,83,False,0.5
2018-02-26,WC Qualifiers,2019,ROU,50,ITA,101,False,0.5
2018-02-26,WC Qualifiers,2019,UKR,77,SWE,66,False,0.5
2018-02-26,WC Qualifiers,2019,USA,83,PUR,75,False,0.5
2018-06-28,WC Qualifiers,2019,ARG,87,PAN,62,False,0.5
2018-06-28,WC Qualifiers,2019,CHN,74,KOR,82,False,0.5
2018-06-28,WC Qualifiers,2019,ISV,84,BAH,74,False,0.5
2018-06-28,WC Qualifiers,2019,ITA,72,CRO,78,False,0.5
2018-06-28,WC Qualifiers,2019,KOS,65,HUN,81,False,0.5
2018-06-28,WC Qualifiers,2019,LBN,77,JOR,76,False,0.5
2018-06-28,WC Qualifiers,2019,MEX,78,USA,70,False,0.5
2018-06-28,WC Qualifiers,2019,MNE,80,BLR,69,False,0.5
2018-06-28,WC Qualifiers,2019,NED,77,ROU,52,False,0.5
2018-06-28,WC Qualifiers,2019,NZL,124,HKG,65,False,0.5
2018-06-28,WC Qualifiers,2019,PAR,49,URU,58,False,0.5
2018-06-28,WC Qualifiers,2019,POL,61,LTU,79,False,0.5
2018-06-28,WC Qualifiers,2019,PUR,84,CUB,80,False,0.5
2018-06-28,WC Qualifiers,2019,SLO,72,ESP,83,False,0.5
2018-06-28,WC Qualifiers,2019,SWE,72,LAT,82,False,0.5
2018-06-28,WC Qualifiers,2019,SYR,81,IND,76,False,0.5
2018-06-28,WC Qualifiers,2019,TUR,80,UKR,66,False,0.5
2018-06-29,WC Qualifiers,2019,BEL,66,RUS,84,False,0.5
2018-06-29,WC Qualifiers,2019,BIH,52,FRA,102,False,0.5
2018-06-29,WC Qualifiers,2019,BUL,88,ISL,86,False,0.5
2018-06-29,WC Qualifiers,2019,CAF,82,SEN,91,False,0.5
2018-06-29,WC Qualifiers,2019,CAN,97,DOM,61,False,0.5
2018-06-29,WC Qualifiers,2019,CHI,67,COL,71,False,0.5
2018-06-29,WC Qualifiers,2019,CIV,62,MOZ,45,False,0.5
2018-06-29,WC Qualifiers,2019,CMR,73,CHA,72,False,0.5
2018-06-29,WC Qualifiers,2019,CZE,77,FIN,73,False,0.5
2018-06-29,WC Qualifiers,2019,EGY,63,COD,77,False,0.5
2018-06-29,WC Qualifiers,2019,IRQ,64,KAZ,50,False,0.5
2018-06-29,WC Qualifiers,2019,JPN,79,AUS,78,False,0.5
2018-06-29,WC Qualifiers,2019,MAR,61,ANG,47,False,0.5
2018-06-29,WC Qualifiers,2019,MLI,72,RWA,82,False,0.5
2018-06-29,WC Qualifiers,2019,NGR,109,UGA,66,False,0.5
2018-06-29,WC Qualifiers,2019,QAT,75,IRI,77,False,0.5
2018-06-29,WC Qualifiers,2019,TPE,71,PHI,93,False,0.5
2018-06-29,WC Qualifiers,2019,TUN,94,GUI,54,False,0.5
2018-06-29,WC Qualifiers,2019,VEN,72,BRA,56,False,0.5
2018-06-30,WC Qualifiers,2019,ANG,65,EGY,58,False,0.5
2018-06-30,WC Qualifiers,2019,CHA,46,TUN,85,False,0.5
2018-06-30,WC Qualifiers,2019,COD,58,MAR,61,False,0.5
2018-06-30,WC Qualifiers,2019,GUI,48,CMR,65,False,0.5
2018-06-30,WC Qualifiers,2019,MOZ,63,CAF,72,False,0.5
2018-06-30,WC Qualifiers,2019,RWA,70,NGR,111,False,0.5
2018-06-30,WC Qualifiers,2019,SEN,66,CIV,61,False,0.5
2018-06-30,WC Qualifiers,2019,UGA,80,MLI,95,False,0.5
2018-07-01,WC Qualifiers,2019,ANG,56,COD,66,False,0.5
2018-07-01,WC Qualifiers,2019,CAF,69,CIV,60,False,0.5
2018-07-01,WC Qualifiers,2019,CHA,80,GUI,49,False,0.5
2018-07-01,WC Qualifiers,2019,CUB,62,USA,93,False,0.5
2018-07-01,WC Qualifiers,2019,EGY,59,MAR,53,False,0.5
2018-07-01,WC Qualifiers,2019,ESP,80,BLR,60,False,0.5
2018-07-01,WC Qualifiers,2019,HKG,91,KOR,104,False,0.5
2018-07-01,WC Qualifiers,2019,HUN,50,LTU,73,False,0.5
2018-07-01,WC Qualifiers,2019,JOR,114,IND,70,False,0.5
2018-07-01,WC Qualifiers,2019,KOS,70,POL,103,False,0.5
2018-07-01,WC Qualifiers,2019,LBN,87,SYR,50,False,0.5
2018-07-01,WC Qualifiers,2019,MOZ,63,SEN,78,False,0.5
2018-07-01,WC Qualifiers,2019,NED,81,ITA,66,False,0.5
2018-07-01,WC Qualifiers,2019,NGR,93,MLI,53,False,0.5
2018-07-01,WC Qualifiers,2019,NZL,67,CHN,57,False,0.5
2018-07-01,WC Qualifiers,2019,PAR,67,PAN,74,False,0.5
2018-07-01,WC Qualifiers,2019,PUR,84,MEX,79,False,0.5
2018-07-01,WC Qualifiers,2019,ROU,63,CRO,90,False,0.5
2018-07-01,WC Qualifiers,2019,RWA,92,UGA,79,False,0.5
2018-07-01,WC Qualifiers,2019,SLO,74,MNE,87,False,0.5
2018-07-01,WC Qualifiers,2019,TUN,56,CMR,53,False,0.5
2018-07-01,WC Qualifiers,2019,TUR,77,SWE,52,False,0.5
2018-07-01,WC Qualifiers,2019,UKR,71,LAT,93,False,0.5
2018-07-01,WC Qualifiers,2019,URU,58,ARG,102,False,0.5
2018-07-02,WC Qualifiers,2019,BEL,79,BIH,77,False,0.5
2018-07-02,WC Qualifiers,2019,CAN,99,ISV,69,False,0.5
2018-07-02,WC Qualifiers,2019,CHI,51,VEN,70,False,0.5
2018-07-02,WC Qualifiers,2019,COL,71,BRA,98,False,0.5
2018-07-02,WC Qualifiers,2019,CZE,81,BUL,75,False,0.5
2018-07-02,WC Qualifiers,2019,DOM,82,BAH,83,False,0.5
2018-07-02,WC Qualifiers,2019,FIN,91,ISL,77,False,0.5
2018-07-02,WC Qualifiers,2019,IRI,88,KAZ,56,False,0.5
2018-07-02,WC Qualifiers,2019,PHI,53,AUS,89,False,0.5
2018-07-02,WC Qualifiers,2019,QAT,84,IRQ,79,False,0.5
2018-07-02,WC Qualifiers,2019,RUS,78,FRA,84,False,0.5
2018-07-02,WC Qualifiers,2019,TPE,68,JPN,108,False,0.5
2018-09-13,WC Qualifiers,2019,CAN,85,BRA,77,False,0.5
2018-09-13,WC Qualifiers,2019,DOM,71,CHI,46,False,0.5
2018-09-13,WC Qualifiers,2019,IRI,81,PHI,73,False,0.5
2018-09-13,WC Qualifiers,2019,JOR,75,KOR,86,False,0.5
2018-09-13,WC Qualifiers,2019,KAZ,70,JPN,85,False,0.5
