date,tournament,season,team_a,score_a,team_b,score_b,neutral,tier
2012-08-06,Olympics,2012,TUN,63,LTU,76,True,1.0
2012-08-08,Olympics,2012,BRA,77,ARG,82,True,1.0
2012-08-08,Olympics,2012,FRA,59,ESP,66,True,1.0
2012-08-08,Olympics,2012,RUS,83,LTU,74,True,1.0
2012-08-12,Olympics,2012,ARG,77,RUS,81,True,1.0
2013-08-01,FIBA Asia Cup,2013,CHN,59,KOR,63,True,0.7
2013-08-01,FIBA Asia Cup,2013,IND,80,BHR,82,True,0.7
2013-08-01,FIBA Asia Cup,2013,IRI,115,MAS,25,True,0.7
2013-08-01,FIBA Asia Cup,2013,JOR,87,TPE,91,True,0.7
2013-08-01,FIBA Asia Cup,2013,JPN,74,QAT,75,True,0.7
2013-08-01,FIBA Asia Cup,2013,KAZ,81,THA,67,True,0.7
2013-08-01,FIBA Asia Cup,2013,KSA,66,PHI,78,True,0.7
2013-08-02,FIBA Asia Cup,2013,CHN,113,MAS,22,True,0.7
2013-08-02,FIBA Asia Cup,2013,JOR,71,PHI,77,True,0.7
2013-08-02,FIBA Asia Cup,2013,JPN,76,HKG,59,True,0.7
2013-08-02,FIBA Asia Cup,2013,KAZ,79,BHR,76,True,0.7
2013-08-02,FIBA Asia Cup,2013,KOR,65,IRI,76,True,0.7
2013-08-02,FIBA Asia Cup,2013,THA,65,IND,89,True,0.7
2013-08-02,FIBA Asia Cup,2013,TPE,90,KSA,67,True,0.7
2013-08-03,FIBA Asia Cup,2013,BHR,86,THA,62,True,0.7
2013-08-03,FIBA Asia Cup,2013,HKG,64,QAT,87,True,0.7
2013-08-03,FIBA Asia Cup,2013,IND,67,KAZ,80,True,0.7
2013-08-03,FIBA Asia Cup,2013,IRI,70,CHN,51,True,0.7
2013-08-03,FIBA Asia Cup,2013,KSA,47,JOR,63,True,0.7
2013-08-03,FIBA Asia Cup,2013,MAS,58,KOR,80,True,0.7
2013-08-03,FIBA Asia Cup,2013,PHI,79,TPE,84,True,0.7
2013-08-05,FIBA Asia Cup,2013,IRI,102,IND,58,True,0.7
2013-08-05,FIBA Asia Cup,2013,KAZ,67,CHN,73,True,0.7
2013-08-05,FIBA Asia Cup,2013,KOR,96,BHR,51,True,0.7
2013-08-05,FIBA Asia Cup,2013,PHI,90,JPN,71,True,0.7
2013-08-05,FIBA Asia Cup,2013,QAT,75,JOR,61,True,0.7
2013-08-05,FIBA Asia Cup,2013,TPE,94,HKG,55,True,0.7
2013-08-06,FIBA Asia Cup,2013,BHR,56,IRI,75,True,0.7
2013-08-06,FIBA Asia Cup,2013,CHN,79,IND,45,True,0.7
2013-08-06,FIBA Asia Cup,2013,JOR,80,HKG,54,True,0.7
2013-08-06,FIBA Asia Cup,2013,JPN,76,TPE,79,True,0.7
2013-08-06,FIBA Asia Cup,2013,KAZ,47,KOR,71,True,0.7
2013-08-06,FIBA Asia Cup,2013,PHI,80,QAT,70,True,0.7
2013-08-07,FIBA Asia Cup,2013,BHR,66,CHN,88,True,0.7
2013-08-07,FIBA Asia Cup,2013,HKG,55,PHI,67,True,0.7
2013-08-07,FIBA Asia Cup,2013,IND,54,KOR,95,True,0.7
2013-08-07,FIBA Asia Cup,2013,IRI,85,KAZ,53,True,0.7
2013-08-07,FIBA Asia Cup,2013,JPN,56,JOR,65,True,0.7
2013-08-07,FIBA Asia Cup,2013,TPE,68,QAT,71,True,0.7
2013-08-20,FIBA AfroBasket,2013,ANG,75,CPV,50,True,0.7
2013-08-20,FIBA AfroBasket,2013,CAF,66,MOZ,70,True,0.7
2013-08-20,FIBA AfroBasket,2013,CIV,64,ALG,47,True,0.7
2013-08-20,FIBA AfroBasket,2013,EGY,70,SEN,72,True,0.7
2013-08-21,FIBA AfroBasket,2013,CMR,74,CGO,43,True,0.7
2013-08-21,FIBA AfroBasket,2013,NGA,74,MLI,59,True,0.7
2013-08-21,FIBA AfroBasket,2013,RWA,80,BFA,61,True,0.7
2013-08-21,FIBA AfroBasket,2013,TUN,56,MAR,54,True,0.7
2013-08-22,FIBA AfroBasket,2013,ALG,67,EGY,63,True,0.7
2013-08-22,FIBA AfroBasket,2013,CPV,90,CAF,82,True,0.7
2013-08-22,FIBA AfroBasket,2013,MOZ,73,ANG,91,True,0.7
2013-08-22,FIBA AfroBasket,2013,SEN,46,CIV,74,True,0.7
2013-08-23,FIBA AfroBasket,2013,BFA,45,TUN,100,True,0.7
2013-08-23,FIBA AfroBasket,2013,CGO,75,NGA,93,True,0.7
2013-08-23,FIBA AfroBasket,2013,MAR,87,RWA,57,True,0.7
2013-08-23,FIBA AfroBasket,2013,MLI,35,CMR,89,True,0.7
2013-08-24,FIBA AfroBasket,2013,ANG,85,CAF,80,True,0.7
2013-08-24,FIBA AfroBasket,2013,CIV,69,EGY,62,True,0.7
2013-08-24,FIBA AfroBasket,2013,MOZ,53,CPV,65,True,0.7
2013-08-24,FIBA AfroBasket,2013,SEN,62,ALG,57,True,0.7
2013-08-25,FIBA AfroBasket,2013,BFA,63,MAR,84,True,0.7
2013-08-25,FIBA AfroBasket,2013,CGO,87,MLI,77,True,0.7
2013-08-25,FIBA AfroBasket,2013,NGA,91,CMR,84,True,0.7
2013-08-25,FIBA AfroBasket,2013,TUN,83,RWA,81,True,0.7
2013-08-26,FIBA AfroBasket,2013,ANG,82,MLI,36,True,0.7
2013-08-26,FIBA AfroBasket,2013,CIV,100,BFA,60,True,0.7
2013-08-26,FIBA AfroBasket,2013,CMR,75,MOZ,42,True,0.7
2013-08-26,FIBA AfroBasket,2013,MAR,86,ALG,81,True,0.7
2013-08-27,FIBA AfroBasket,2013,CPV,67,CGO,60,True,0.7
2013-08-27,FIBA AfroBasket,2013,NGA,112,CAF,75,True,0.7
2013-08-27,FIBA AfroBasket,2013,SEN,67,RWA,57,True,0.7
2013-08-27,FIBA AfroBasket,2013,TUN,67,EGY,77,True,0.7
2013-08-28,FIBA AfroBasket,2013,ALG,56,MOZ,78,True,0.7
2013-08-28,FIBA AfroBasket,2013,ANG,95,MAR,73,True,0.7
2013-08-28,FIBA AfroBasket,2013,CGO,63,CAF,64,True,0.7
2013-08-28,FIBA AfroBasket,2013,CIV,71,CMR,56,True,0.7
2013-08-28,FIBA AfroBasket,2013,EGY,74,CPV,73,True,0.7
2013-08-28,FIBA AfroBasket,2013,MLI,71,BFA,70,True,0.7
2013-08-28,FIBA AfroBasket,2013,NGA,63,SEN,64,True,0.7
2013-08-28,FIBA AfroBasket,2013,TUN,76,RWA,54,True,0.7
2013-08-29,FIBA AfroBasket,2013,CMR,79,MAR,76,True,0.7
2013-08-29,FIBA AfroBasket,2013,CPV,79,NGA,76,True,0.7
2013-08-30,FIBA AmeriCup,2013,ARG,95,PAR,60,True,0.7
2013-08-30,FIBA AfroBasket,2013,CIV,59,ANG,66,True,0.7
2013-08-30,FIBA AfroBasket,2013,CMR,74,CPV,53,True,0.7
2013-08-30,FIBA AfroBasket,2013,EGY,70,SEN,63,True,0.7
2013-08-30,FIBA AmeriCup,2013,JAM,64,CAN,85,True,0.7
2013-08-30,FIBA AfroBasket,2013,MAR,87,NGA,105,True,0.7
2013-08-30,FIBA AmeriCup,2013,PUR,72,BRA,65,True,0.7
2013-08-30,FIBA AmeriCup,2013,VEN,56,MEX,65,True,0.7
2013-08-31,FIBA AfroBasket,2013,ANG,57,EGY,40,True,0.7
2013-08-31,FIBA AmeriCup,2013,CAN,67,PUR,83,True,0.7
2013-08-31,FIBA AfroBasket,2013,CIV,56,SEN,57,True,0.7
2013-08-31,FIBA AmeriCup,2013,DOM,91,ARG,72,True,0.7
2013-08-31,FIBA AmeriCup,2013,PAR,70,VEN,75,True,0.7
2013-08-31,FIBA AmeriCup,2013,URU,68,JAM,66,True,0.7
2013-09-01,FIBA AmeriCup,2013,BRA,62,CAN,91,True,0.7
2013-09-01,FIBA AmeriCup,2013,MEX,86,PAR,65,True,0.7
2013-09-01,FIBA AmeriCup,2013,PUR,93,URU,69,True,0.7
2013-09-01,FIBA AmeriCup,2013,VEN,70,DOM,65,True,0.7
2013-09-02,FIBA AmeriCup,2013,ARG,77,VEN,71,True,0.7
2013-09-02,FIBA AmeriCup,2013,DOM,61,MEX,85,True,0.7
2013-09-02,FIBA AmeriCup,2013,JAM,82,PUR,88,True,0.7
2013-09-02,FIBA AmeriCup,2013,URU,79,BRA,73,True,0.7
2013-09-03,FIBA AmeriCup,2013,BRA,76,JAM,78,True,0.7
2013-09-03,FIBA AmeriCup,2013,CAN,93,URU,67,True,0.7
2013-09-03,FIBA AmeriCup,2013,MEX,78,ARG,98,True,0.7
2013-09-03,FIBA AmeriCup,2013,PAR,54,DOM,83,True,0.7
2013-09-05,FIBA AmeriCup,2013,ARG,80,PUR,94,True,0.7
2013-09-05,FIBA AmeriCup,2013,DOM,78,JAM,60,True,0.7
2013-09-05,FIBA AmeriCup,2013,MEX,67,CAN,89,True,0.7
2013-09-05,FIBA AmeriCup,2013,VEN,70,URU,64,True,0.7
2013-09-06,FIBA AmeriCup,2013,CAN,59,VEN,64,True,0.7
2013-09-06,FIBA AmeriCup,2013,JAM,81,ARG,75,True,0.7
2013-09-06,FIBA AmeriCup,2013,PUR,84,DOM,99,True,0.7
2013-09-06,FIBA AmeriCup,2013,URU,73,MEX,87,True,0.7
2013-09-07,FIBA AmeriCup,2013,ARG,89,URU,63,True,0.7
2013-09-07,FIBA AmeriCup,2013,DOM,81,CAN,74,True,0.7
2013-09-07,FIBA AmeriCup,2013,MEX,100,JAM,89,True,0.7
2013-09-07,FIBA AmeriCup,2013,VEN,85,PUR,86,True,0.7
2013-09-08,FIBA AmeriCup,2013,CAN,67,ARG,73,True,0.7
2013-09-08,FIBA AmeriCup,2013,JAM,85,VEN,95,True,0.7
2013-09-08,FIBA AmeriCup,2013,PUR,59,MEX,66,True,0.7
2013-09-08,FIBA AmeriCup,2013,URU,78,DOM,86,True,0.7
2013-09-10,FIBA AmeriCup,2013,DOM,67,PUR,79,True,0.7
2013-09-10,FIBA AmeriCup,2013,MEX,76,ARG,70,True,0.7
2013-09-11,EuroBasket,2013,BEL,69,SRB,76,True,0.7
2013-09-11,FIBA AmeriCup,2013,DOM,93,ARG,103,True,0.7
2013-09-11,EuroBasket,2013,LAT,85,UKR,51,True,0.7
2013-09-11,EuroBasket,2013,LTU,76,FRA,62,True,0.7
2013-09-11,FIBA AmeriCup,2013,PUR,89,MEX,91,True,0.7
2013-09-12,EuroBasket,2013,FIN,63,CRO,88,True,0.7
2013-09-12,EuroBasket,2013,GRE,79,ESP,75,True,0.7
2013-09-12,EuroBasket,2013,SVN,84,ITA,77,True,0.7
2013-09-13,EuroBasket,2013,FRA,102,LAT,91,True,0.7
2013-09-13,EuroBasket,2013,LTU,86,BEL,67,True,0.7
2013-09-13,EuroBasket,2013,UKR,82,SRB,75,True,0.7
2013-09-14,EuroBasket,2013,CRO,76,ITA,68,True,0.7
2013-09-14,EuroBasket,2013,ESP,82,FIN,56,True,0.7
2013-09-14,EuroBasket,2013,GRE,65,SVN,73,True,0.7
2013-09-15,EuroBasket,2013,LAT,56,BEL,60,True,0.7
2013-09-15,EuroBasket,2013,SRB,77,FRA,65,True,0.7
2013-09-15,EuroBasket,2013,UKR,63,LTU,70,True,0.7
2013-09-16,EuroBasket,2013,CRO,92,GRE,88,True,0.7
2013-09-16,EuroBasket,2013,FIN,92,SVN,76,True,0.7
2013-09-16,EuroBasket,2013,ITA,86,ESP,81,True,0.7
2013-09-18,EuroBasket,2013,SRB,60,ESP,90,True,0.7
2013-09-18,EuroBasket,2013,SVN,62,FRA,72,True,0.7
2013-09-19,EuroBasket,2013,CRO,84,UKR,72,True,0.7
2013-09-19,EuroBasket,2013,LTU,81,ITA,77,True,0.7
2013-09-19,EuroBasket,2013,SRB,74,SVN,92,True,0.7
2013-09-20,EuroBasket,2013,ESP,72,FRA,75,True,0.7
2013-09-20,EuroBasket,2013,ITA,58,UKR,66,True,0.7
2013-09-20,EuroBasket,2013,LTU,77,CRO,62,True,0.7
2013-09-21,EuroBasket,2013,SRB,76,ITA,64,True,0.7
2013-09-21,EuroBasket,2013,SVN,69,UKR,63,True,0.7
2013-09-22,EuroBasket,2013,ESP,92,CRO,66,True,0.7
2013-09-22,EuroBasket,2013,FRA,80,LTU,66,True,0.7
2014-08-30,FIBA World Cup,2014,ANG,80,KOR,69,True,1.0
2014-08-30,FIBA World Cup,2014,AUS,80,SVN,90,True,1.0
2014-08-30,FIBA World Cup,2014,CRO,81,PHI,78,True,1.0
2014-08-30,FIBA World Cup,2014,EGY,64,SRB,85,True,1.0
2014-08-30,FIBA World Cup,2014,FRA,63,BRA,65,True,1.0
2014-08-30,FIBA World Cup,2014,GRE,87,SEN,64,True,1.0
2014-08-30,FIBA World Cup,2014,IRN,60,ESP,90,True,1.0
2014-08-30,FIBA World Cup,2014,MEX,74,LTU,87,True,1.0
2014-08-30,FIBA World Cup,2014,NZL,73,TUR,76,True,1.0
2014-08-30,FIBA World Cup,2014,PUR,75,ARG,98,True,1.0
2014-08-30,FIBA World Cup,2014,UKR,72,DOM,62,True,1.0
2014-08-31,FIBA World Cup,2014,ARG,85,CRO,90,True,1.0
2014-08-31,FIBA World Cup,2014,BRA,79,IRN,50,True,1.0
2014-08-31,FIBA World Cup,2014,DOM,76,NZL,63,True,1.0
2014-08-31,FIBA World Cup,2014,ESP,91,EGY,54,True,1.0
2014-08-31,FIBA World Cup,2014,FIN,81,UKR,76,True,1.0
2014-08-31,FIBA World Cup,2014,KOR,55,AUS,89,True,1.0
2014-08-31,FIBA World Cup,2014,LTU,75,ANG,62,True,1.0
2014-08-31,FIBA World Cup,2014,PHI,70,GRE,82,True,1.0
2014-08-31,FIBA World Cup,2014,SEN,82,PUR,75,True,1.0
2014-08-31,FIBA World Cup,2014,SRB,73,FRA,74,True,1.0
2014-08-31,FIBA World Cup,2014,SVN,89,MEX,68,True,1.0
2014-09-01,FIBA World Cup,2014,ARG,85,PHI,81,True,1.0
2014-09-01,FIBA World Cup,2014,BRA,63,ESP,82,True,1.0
2014-09-01,FIBA World Cup,2014,CRO,75,SEN,77,True,1.0
2014-09-01,FIBA World Cup,2014,FRA,94,EGY,55,True,1.0
2014-09-01,FIBA World Cup,2014,IRN,70,SRB,83,True,1.0
2014-09-01,FIBA World Cup,2014,PUR,79,GRE,90,True,1.0
2014-09-02,FIBA World Cup,2014,ANG,55,MEX,79,True,1.0
2014-09-02,FIBA World Cup,2014,AUS,82,LTU,75,True,1.0
2014-09-02,FIBA World Cup,2014,FIN,68,DOM,74,True,1.0
2014-09-02,FIBA World Cup,2014,KOR,72,SVN,89,True,1.0
2014-09-02,FIBA World Cup,2014,UKR,64,TUR,58,True,1.0
2014-09-03,FIBA World Cup,2014,EGY,73,IRN,88,True,1.0
2014-09-03,FIBA World Cup,2014,ESP,88,FRA,64,True,1.0
2014-09-03,FIBA World Cup,2014,GRE,76,CRO,65,True,1.0
2014-09-03,FIBA World Cup,2014,LTU,79,KOR,49,True,1.0
2014-09-03,FIBA World Cup,2014,MEX,62,AUS,70,True,1.0
2014-09-03,FIBA World Cup,2014,NZL,73,UKR,61,True,1.0
2014-09-03,FIBA World Cup,2014,PHI,73,PUR,77,True,1.0
2014-09-03,FIBA World Cup,2014,SEN,46,ARG,81,True,1.0
2014-09-03,FIBA World Cup,2014,SRB,73,BRA,81,True,1.0
2014-09-03,FIBA World Cup,2014,SVN,93,ANG,87,True,1.0
2014-09-03,FIBA World Cup,2014,TUR,77,FIN,73,True,1.0
2014-09-04,FIBA World Cup,2014,ARG,71,GRE,79,True,1.0
2014-09-04,FIBA World Cup,2014,AUS,83,ANG,91,True,1.0
2014-09-04,FIBA World Cup,2014,BRA,128,EGY,65,True,1.0
2014-09-04,FIBA World Cup,2014,CRO,103,PUR,82,True,1.0
2014-09-04,FIBA World Cup,2014,FIN,65,NZL,67,True,1.0
2014-09-04,FIBA World Cup,2014,IRN,76,FRA,81,True,1.0
2014-09-04,FIBA World Cup,2014,KOR,71,MEX,87,True,1.0
2014-09-04,FIBA World Cup,2014,LTU,67,SVN,64,True,1.0
2014-09-04,FIBA World Cup,2014,SEN,79,PHI,81,True,1.0
2014-09-04,FIBA World Cup,2014,SRB,73,ESP,89,True,1.0
2014-09-04,FIBA World Cup,2014,TUR,75,DOM,61,True,1.0
2014-09-06,FIBA World Cup,2014,DOM,61,SVN,71,True,1.0
2014-09-06,FIBA World Cup,2014,ESP,89,SEN,56,True,1.0
2014-09-06,FIBA World Cup,2014,FRA,69,CRO,64,True,1.0
2014-09-07,FIBA World Cup,2014,BRA,85,ARG,65,True,1.0
2014-09-07,FIBA World Cup,2014,NZL,71,LTU,76,True,1.0
2014-09-07,FIBA World Cup,2014,SRB,90,GRE,72,True,1.0
2014-09-07,FIBA World Cup,2014,TUR,65,AUS,64,True,1.0
2014-09-09,FIBA World Cup,2014,LTU,73,TUR,61,True,1.0
2014-09-10,FIBA World Cup,2014,FRA,65,ESP,52,True,1.0
2014-09-10,FIBA World Cup,2014,SRB,84,BRA,56,True,1.0
2015-09-05,EuroBasket,2015,BEL,67,LAT,78,True,0.7
2015-09-05,EuroBasket,2015,CRO,80,SVN,73,True,0.7
2015-09-05,EuroBasket,2015,CZE,80,EST,57,True,0.7
2015-09-05,EuroBasket,2015,ESP,70,SRB,80,True,0.7
2015-09-05,EuroBasket,2015,FRA,97,FIN,87,True,0.7
2015-09-05,EuroBasket,2015,GEO,72,NED,73,True,0.7
2015-09-05,EuroBasket,2015,GER,71,ISL,65,True,0.7
2015-09-05,EuroBasket,2015,ISR,76,RUS,73,True,0.7
2015-09-05,EuroBasket,2015,ITA,87,TUR,89,True,0.7
2015-09-05,EuroBasket,2015,LTU,69,UKR,68,True,0.7
2015-09-05,EuroBasket,2015,MKD,65,GRE,85,True,0.7
2015-09-05,EuroBasket,2015,POL,68,BIH,64,True,0.7
2015-09-06,EuroBasket,2015,BIH,54,FRA,81,True,0.7
2015-09-06,EuroBasket,2015,EST,55,BEL,84,True,0.7
2015-09-06,EuroBasket,2015,FIN,66,ISR,79,True,0.7
2015-09-06,EuroBasket,2015,GRE,72,CRO,70,True,0.7
2015-09-06,EuroBasket,2015,ISL,64,ITA,71,True,0.7
2015-09-06,EuroBasket,2015,LAT,49,LTU,68,True,0.7
2015-09-06,EuroBasket,2015,NED,71,MKD,78,True,0.7
2015-09-06,EuroBasket,2015,RUS,79,POL,82,True,0.7
2015-09-06,EuroBasket,2015,SRB,68,GER,66,True,0.7
2015-09-06,EuroBasket,2015,SVN,79,GEO,68,True,0.7
2015-09-06,EuroBasket,2015,TUR,77,ESP,104,True,0.7
2015-09-06,EuroBasket,2015,UKR,64,CZE,78,True,0.7
2015-09-07,EuroBasket,2015,CZE,65,LAT,72,True,0.7
2015-09-07,EuroBasket,2015,FIN,81,RUS,79,True,0.7
2015-09-07,EuroBasket,2015,FRA,69,POL,66,True,0.7
2015-09-07,EuroBasket,2015,ISR,84,BIH,86,True,0.7
2015-09-07,EuroBasket,2015,LTU,74,BEL,76,True,0.7
2015-09-07,EuroBasket,2015,UKR,71,EST,78,True,0.7
2015-09-08,EuroBasket,2015,CRO,73,MKD,55,True,0.7
2015-09-08,EuroBasket,2015,GEO,68,GRE,79,True,0.7
2015-09-08,EuroBasket,2015,SVN,81,NED,74,True,0.7
2015-09-09,EuroBasket,2015,BEL,64,CZE,66,True,0.7
2015-09-09,EuroBasket,2015,BIH,59,FIN,88,True,0.7
2015-09-09,EuroBasket,2015,EST,62,LTU,64,True,0.7
2015-09-09,EuroBasket,2015,GRE,83,SVN,72,True,0.7
2015-09-09,EuroBasket,2015,LAT,74,UKR,75,True,0.7
2015-09-09,EuroBasket,2015,MKD,75,GEO,90,True,0.7
2015-09-09,EuroBasket,2015,NED,72,CRO,78,True,0.7
2015-09-09,EuroBasket,2015,POL,73,ISR,75,True,0.7
2015-09-09,EuroBasket,2015,RUS,67,FRA,74,True,0.7
2015-09-10,EuroBasket,2015,BIH,61,RUS,81,True,0.7
2015-09-10,EuroBasket,2015,CZE,81,LTU,85,True,0.7
2015-09-10,EuroBasket,2015,FIN,65,POL,78,True,0.7
2015-09-10,EuroBasket,2015,GEO,71,CRO,58,True,0.7
2015-09-10,EuroBasket,2015,GRE,68,NED,65,True,0.7
2015-09-10,EuroBasket,2015,ISR,61,FRA,86,True,0.7
2015-09-10,EuroBasket,2015,LAT,75,EST,64,True,0.7
2015-09-10,EuroBasket,2015,SVN,62,MKD,51,True,0.7
2015-09-10,EuroBasket,2015,UKR,71,BEL,79,True,0.7
2015-09-12,EuroBasket,2015,ESP,80,POL,66,True,0.7
2015-09-12,EuroBasket,2015,FRA,76,TUR,53,True,0.7
2015-09-12,EuroBasket,2015,GRE,75,BEL,54,True,0.7
2015-09-12,EuroBasket,2015,LAT,73,SVN,66,True,0.7
2015-09-13,EuroBasket,2015,CRO,59,CZE,80,True,0.7
2015-09-13,EuroBasket,2015,ISR,52,ITA,82,True,0.7
2015-09-13,EuroBasket,2015,LTU,85,GEO,81,True,0.7
2015-09-13,EuroBasket,2015,SRB,94,FIN,81,True,0.7
2015-09-15,EuroBasket,2015,ESP,73,GRE,71,True,0.7
2015-09-15,EuroBasket,2015,FRA,84,LAT,70,True,0.7
2015-09-16,EuroBasket,2015,ITA,85,LTU,95,True,0.7
2015-09-16,EuroBasket,2015,SRB,89,CZE,75,True,0.7
2015-09-17,EuroBasket,2015,CZE,70,ITA,85,True,0.7
2015-09-17,EuroBasket,2015,ESP,80,FRA,75,True,0.7
2015-09-17,EuroBasket,2015,GRE,97,LAT,90,True,0.7
2015-09-18,EuroBasket,2015,LAT,70,CZE,97,True,0.7
2015-09-18,EuroBasket,2015,SRB,64,LTU,67,True,0.7
2015-09-20,EuroBasket,2015,FRA,81,SRB,68,True,0.7
2015-09-23,FIBA Asia Cup,2015,IRN,86,JPN,48,True,0.7
2015-09-23,FIBA Asia Cup,2015,KOR,87,JOR,60,True,0.7
2015-09-23,FIBA Asia Cup,2015,KUW,50,HKG,87,True,0.7
2015-09-23,FIBA Asia Cup,2015,MAS,73,IND,102,True,0.7
2015-09-23,FIBA Asia Cup,2015,PHI,73,PLE,75,True,0.7
2015-09-23,FIBA Asia Cup,2015,QAT,79,KAZ,75,True,0.7
2015-09-23,FIBA Asia Cup,2015,SIN,42,CHN,91,True,0.7
2015-09-23,FIBA Asia Cup,2015,TPE,87,LIB,92,True,0.7
2015-09-24,FIBA Asia Cup,2015,IRI,88,IND,66,True,0.7
2015-09-24,FIBA Asia Cup,2015,JOR,98,SIN,68,True,0.7
2015-09-24,FIBA Asia Cup,2015,JPN,119,MAS,48,True,0.7
2015-09-24,FIBA Asia Cup,2015,KOR,73,CHN,76,True,0.7
2015-09-24,FIBA Asia Cup,2015,LIB,100,QAT,105,True,0.7
2015-09-24,FIBA Asia Cup,2015,PHI,101,HKG,50,True,0.7
2015-09-24,FIBA Asia Cup,2015,PLE,90,KUW,69,True,0.7
2015-09-24,FIBA Asia Cup,2015,TPE,73,KAZ,84,True,0.7
2015-09-25,FIBA Asia Cup,2015,CHN,84,JOR,67,True,0.7
2015-09-25,FIBA Asia Cup,2015,HKG,79,PLE,85,True,0.7
2015-09-25,FIBA Asia Cup,2015,IND,65,JPN,83,True,0.7
2015-09-25,FIBA Asia Cup,2015,KAZ,55,LIB,91,True,0.7
2015-09-25,FIBA Asia Cup,2015,KUW,64,PHI,110,True,0.7
2015-09-25,FIBA Asia Cup,2015,MAS,42,IRN,122,True,0.7
2015-09-25,FIBA Asia Cup,2015,QAT,64,TPE,72,True,0.7
2015-09-25,FIBA Asia Cup,2015,SIN,45,KOR,87,True,0.7
2015-09-27,FIBA Asia Cup,2015,CHN,75,KAZ,62,True,0.7
2015-09-27,FIBA Asia Cup,2015,IRN,111,HKG,56,True,0.7
2015-09-27,FIBA Asia Cup,2015,JPN,66,PHI,73,True,0.7
2015-09-27,FIBA Asia Cup,2015,KOR,85,LIB,71,True,0.7
2015-09-27,FIBA Asia Cup,2015,MAS,61,KUW,83,True,0.7
2015-09-27,FIBA Asia Cup,2015,PLE,70,IND,73,True,0.7
2015-09-27,FIBA Asia Cup,2015,QAT,73,JOR,84,True,0.7
2015-09-27,FIBA Asia Cup,2015,SIN,65,TPE,111,True,0.7
2015-09-28,FIBA Asia Cup,2015,IND,76,HKG,71,True,0.7
2015-09-28,FIBA Asia Cup,2015,JOR,87,KAZ,73,True,0.7
2015-09-28,FIBA Asia Cup,2015,KUW,69,TPE,99,True,0.7
2015-09-28,FIBA Asia Cup,2015,LIB,72,CHN,90,True,0.7
2015-09-28,FIBA Asia Cup,2015,MAS,59,SIN,92,True,0.7
2015-09-28,FIBA Asia Cup,2015,PHI,87,IRN,73,True,0.7
2015-09-28,FIBA Asia Cup,2015,PLE,67,JPN,74,True,0.7
2015-09-28,FIBA Asia Cup,2015,QAT,69,KOR,63,True,0.7
2015-09-29,FIBA Asia Cup,2015,CHN,89,QAT,65,True,0.7
2015-09-29,FIBA Asia Cup,2015,JPN,89,HKG,62,True,0.7
2015-09-29,FIBA Asia Cup,2015,KOR,79,KAZ,63,True,0.7
2015-09-29,FIBA Asia Cup,2015,LIB,80,JOR,76,True,0.7
2015-09-29,FIBA Asia Cup,2015,PHI,99,IND,65,True,0.7
2015-09-29,FIBA Asia Cup,2015,PLE,48,IRN,94,True,0.7
2015-10-01,FIBA Asia Cup,2015,HKG,62,JOR,82,True,0.7
2015-10-01,FIBA Asia Cup,2015,IND,58,CHN,104,True,0.7
2015-10-01,FIBA Asia Cup,2015,IRI,75,KOR,62,True,0.7
2015-10-01,FIBA Asia Cup,2015,JPN,81,QAT,67,True,0.7
2015-10-01,FIBA Asia Cup,2015,PHI,82,LIB,70,True,0.7
2015-10-01,FIBA Asia Cup,2015,PLE,83,KAZ,81,True,0.7
2015-10-02,FIBA Asia Cup,2015,CHN,70,IRN,57,True,0.7
2015-10-02,FIBA Asia Cup,2015,HKG,62,KAZ,68,True,0.7
2015-10-02,FIBA Asia Cup,2015,IND,72,KOR,117,True,0.7
2015-10-02,FIBA Asia Cup,2015,JOR,94,PLE,82,True,0.7
2015-10-02,FIBA Asia Cup,2015,JPN,70,PHI,81,True,0.7
2015-10-02,FIBA Asia Cup,2015,QAT,86,LIB,89,True,0.7
2015-10-03,FIBA Asia Cup,2015,CHN,78,PHI,67,True,0.7
2015-10-03,FIBA Asia Cup,2015,IND,58,QAT,84,True,0.7
2015-10-03,FIBA Asia Cup,2015,IRN,68,JPN,63,True,0.7
2015-10-03,FIBA Asia Cup,2015,KOR,87,LIB,88,True,0.7
2017-08-02,WC Qualifiers,2019,ALB,51,AUT,79,False,0.5
2017-08-02,WC Qualifiers,2019,ARM,75,SVK,61,False,0.5
2017-08-02,WC Qualifiers,2019,KOS,72,MKD,68,False,0.5
2017-08-02,WC Qualifiers,2019,POR,71,BUL,82,False,0.5
2017-08-02,WC Qualifiers,2019,SWE,81,BIH,73,False,0.5
2017-08-05,WC Qualifiers,2019,ARM,82,SWE,69,False,0.5
2017-08-05,WC Qualifiers,2019,AUT,72,NED,79,False,0.5
2017-08-05,WC Qualifiers,2019,BIH,84,SVK,71,False,0.5
2017-08-05,WC Qualifiers,2019,BUL,78,BLR,68,False,0.5
2017-08-05,WC Qualifiers,2019,MKD,76,EST,80,False,0.5
2017-08-08,FIBA Asia Cup,2017,HKG,62,TPE,77,True,0.7
2017-08-08,FIBA Asia Cup,2017,JPN,68,AUS,84,True,0.7
2017-08-08,FIBA Asia Cup,2017,KAZ,49,NZL,70,True,0.7
2017-08-08,FIBA Asia Cup,2017,LBN,72,KOR,66,True,0.7
2017-08-09,WC Qualifiers,2019,BIH,98,ARM,85,False,0.5
